Date,Nuclear,Biomass,Net Imports,Large Hydro,Wind,*Embedded Wind,Solar,Coal,Gas,Storage
27-Feb ,7.52,2.08,2.478,1.19,2.62,0.7863,1.70,3.36,21.33,0.34
27-Feb ,7.52,2.09,2.476,1.18,2.62,0.7851,2.01,3.36,21.36,0.34
27-Feb ,7.60,2.09,2.492,0.92,2.43,0.7296,1.79,3.54,21.66,0.35
27-Feb ,7.76,2.09,2.455,1.01,2.59,0.7761,1.33,4.33,22.73,0.33
27-Feb ,7.76,2.09,2.495,1.18,2.81,0.8418,0.62,4.86,24.00,0.49
27-Feb ,7.77,2.09,2.493,1.40,2.88,0.8643,0.24,4.78,24.61,1.85
27-Feb ,7.77,2.09,2.491,1.36,2.89,0.8667,0.24,4.51,23.86,1.23
27-Feb ,7.76,2.09,2.51,1.34,2.96,0.8865,0.24,4.16,22.33,0.37
27-Feb ,7.76,2.09,2.54,0.99,3.00,0.9012,0.24,3.03,19.43,0.47
27-Feb ,7.87,2.10,2.503,0.93,3.07,0.9213,0.24,2.44,15.07,0.37
27-Feb ,7.87,2.08,2.783,0.85,3.08,0.9243,0.24,1.96,11.44,0.23
27-Feb ,7.93,2.09,2.942,0.84,3.05,0.9144,0.24,2.10,11.78,0.18
28-Feb ,7.91,2.09,2.932,0.75,3.01,0.9033,0.24,2.10,11.86,0.00
28-Feb ,7.91,2.09,2.969,0.75,2.90,0.8712,0.24,1.97,11.54,0.00
28-Feb ,7.91,2.09,2.978,0.76,2.97,0.891,0.24,1.94,11.01,0.00
28-Feb ,7.94,2.09,2.929,0.75,3.27,0.9813,0.24,1.99,10.01,0.00
28-Feb ,7.93,2.09,2.996,0.75,3.65,1.0941,0.24,2.31,10.48,0.11
28-Feb ,7.93,2.09,2.979,0.79,3.50,1.0491,0.24,2.54,14.65,0.22
28-Feb ,7.93,2.09,2.91,1.00,3.20,0.9612,0.48,2.98,19.77,0.59
28-Feb ,7.95,2.09,2.768,1.07,3.17,0.9498,0.72,3.06,19.93,0.33
28-Feb ,7.93,2.09,2.889,1.13,3.26,0.978,2.26,2.95,19.27,0.39
28-Feb ,7.90,2.08,2.556,1.13,2.70,0.81,3.52,2.98,19.32,0.33
28-Feb ,7.89,2.09,2.504,0.93,2.75,0.8262,3.93,2.96,19.53,0.50
28-Feb ,7.90,2.09,2.89,0.90,2.46,0.7377,3.55,2.95,19.82,0.70
28-Feb ,7.93,2.10,2.885,0.85,3.00,0.9006,3.04,2.96,19.42,0.43
28-Feb ,7.93,2.11,2.961,0.84,2.88,0.8652,2.38,2.96,19.37,0.93
28-Feb ,7.94,2.12,2.775,0.79,3.04,0.9105,1.75,3.41,20.16,0.34
28-Feb ,7.95,2.13,2.732,0.88,3.67,1.1004,1.12,3.83,21.44,0.19
28-Feb ,7.95,2.13,2.529,1.27,2.83,0.8475,0.50,3.92,23.82,0.87
28-Feb ,7.95,2.13,2.47,1.35,3.08,0.9225,0.21,4.19,24.87,1.55
28-Feb ,7.95,2.13,2.446,1.27,3.70,1.11,0.21,3.82,23.54,1.43
28-Feb ,7.94,2.12,2.503,1.23,3.58,1.0743,0.21,3.24,22.34,0.69
28-Feb ,7.96,2.12,2.456,1.08,3.34,1.0029,0.21,3.05,18.75,0.33
28-Feb ,7.96,2.12,2.54,0.92,3.35,1.0047,0.21,2.40,14.60,0.33
28-Feb ,7.96,2.12,2.818,0.72,3.27,0.9804,0.21,1.56,12.63,0.17
28-Feb ,7.95,2.12,2.917,0.76,3.12,0.936,0.21,1.46,12.35,0.17
01-Mar ,7.96,2.12,2.939,0.73,3.45,1.0353,0.21,1.46,12.28,0.00
01-Mar ,7.95,2.12,3.083,0.59,3.29,0.9879,0.21,1.41,11.56,0.00
01-Mar ,7.95,2.07,3.056,0.59,3.23,0.9702,0.21,1.45,11.57,0.00
01-Mar ,7.95,2.12,3.051,0.59,2.67,0.8004,0.21,1.45,11.60,0.00
01-Mar ,7.96,2.12,2.688,0.58,2.36,0.7065,0.21,1.56,13.21,0.00
01-Mar ,7.96,2.12,2.789,0.78,2.06,0.6174,0.21,1.78,17.17,0.32
01-Mar ,7.96,2.12,1.911,1.06,1.76,0.5268,0.34,2.76,21.96,0.65
01-Mar ,7.96,2.12,2.067,1.06,1.53,0.4575,0.47,3.28,22.98,0.65
01-Mar ,7.95,2.12,2.474,1.10,1.85,0.5559,1.50,3.28,22.76,0.37
01-Mar ,7.96,2.12,2.346,1.02,1.87,0.5607,2.61,3.14,22.16,0.38
01-Mar ,7.94,2.12,2.055,0.98,1.91,0.5733,3.13,3.13,22.28,0.38
01-Mar ,7.95,2.12,2.516,0.87,2.04,0.6117,3.13,3.02,22.41,0.21
01-Mar ,7.95,2.12,2.502,0.71,2.09,0.6267,2.75,2.69,22.30,0.03
01-Mar ,7.96,2.12,2.188,0.76,2.07,0.6204,2.39,2.87,22.52,0.02
01-Mar ,7.96,2.11,2.501,0.94,2.16,0.6465,1.83,3.05,21.73,0.16
01-Mar ,7.96,2.12,2.495,1.07,2.26,0.6786,1.14,3.63,22.87,0.61
01-Mar ,7.96,2.12,2.496,1.24,2.09,0.6282,0.48,4.03,24.33,1.31
01-Mar ,7.96,2.12,2.557,1.29,2.33,0.6981,0.57,4.36,25.44,1.66
01-Mar ,7.96,2.12,2.497,1.20,2.04,0.6129,0.24,4.11,24.70,1.36
01-Mar ,7.95,2.11,2.496,1.20,2.39,0.7182,0.00,3.42,23.41,0.41
01-Mar ,7.96,2.12,2.495,0.76,2.84,0.8514,0.00,3.02,19.20,0.35
01-Mar ,7.96,2.12,1.664,0.74,3.22,0.9648,0.00,2.36,15.50,0.29
01-Mar ,7.96,2.12,3.431,0.67,4.22,1.2663,0.00,1.42,10.91,0.17
01-Mar ,7.96,2.12,3.406,0.62,4.03,1.2081,0.00,1.39,10.61,0.14
02-Mar ,7.96,2.12,3.406,0.52,5.50,1.6494,0.00,1.36,9.13,0.00
02-Mar ,7.96,2.12,3.41,0.51,5.81,1.7415,0.00,1.27,8.06,0.00
02-Mar ,7.95,2.12,2.852,0.51,6.21,1.8624,0.00,1.27,7.45,0.00
02-Mar ,7.95,2.12,2.019,0.51,6.01,1.8027,0.00,1.34,7.98,0.00
02-Mar ,7.96,2.12,1.435,0.58,5.84,1.7523,0.00,1.77,9.67,0.00
02-Mar ,7.95,2.12,1.484,0.65,6.31,1.893,0.00,1.75,12.51,0.15
02-Mar ,7.95,2.12,3.039,0.95,6.87,2.0598,0.31,2.35,14.81,0.29
02-Mar ,7.95,2.11,2.988,0.93,7.31,2.1939,0.61,2.27,15.00,0.29
02-Mar ,7.94,2.06,2.485,0.87,7.20,2.1612,1.89,2.31,14.57,0.52
02-Mar ,7.96,2.12,1.505,0.81,7.26,2.1786,3.54,2.03,14.35,0.14
02-Mar ,7.95,2.12,1.523,0.72,7.35,2.2059,4.72,1.96,13.64,0.15
02-Mar ,7.95,2.02,1.693,0.70,7.22,2.166,5.29,1.92,13.14,0.14
02-Mar ,7.96,2.02,1.942,0.62,6.62,1.9857,5.24,1.74,12.52,0.14
02-Mar ,7.95,2.11,2.13,0.62,6.87,2.0595,5.26,1.80,12.81,0.27
02-Mar ,7.96,2.11,2.855,0.69,6.52,1.9569,4.10,2.14,13.18,0.32
02-Mar ,7.96,2.12,2.998,0.69,6.01,1.8027,2.54,2.81,16.81,0.27
02-Mar ,7.97,2.12,2.997,0.89,5.13,1.5378,0.89,3.46,20.48,0.29
02-Mar ,7.96,2.11,3.044,1.06,4.78,1.4337,1.27,3.54,22.33,1.67
02-Mar ,7.96,2.10,2.967,1.10,4.35,1.3056,0.44,3.29,22.12,0.92
02-Mar ,7.96,2.12,2.647,1.00,4.90,1.4697,0.00,2.66,20.75,0.53
02-Mar ,7.95,2.11,2.698,0.75,4.19,1.2576,0.00,2.42,18.02,0.45
02-Mar ,7.96,2.11,2.147,0.74,3.91,1.1739,0.00,1.94,14.25,0.30
02-Mar ,7.95,2.12,3.091,0.63,3.52,1.0572,0.00,1.10,10.98,0.22
02-Mar ,7.96,2.11,3.428,0.60,3.79,1.1382,0.00,1.26,10.75,0.15
03-Mar ,7.96,2.05,3.626,0.51,3.10,0.9309,0.00,1.26,11.72,0.00
03-Mar ,7.96,2.12,3.675,0.51,3.34,1.0008,0.00,1.26,10.92,0.00
03-Mar ,7.97,2.12,3.64,0.51,2.92,0.8772,0.00,1.27,10.83,0.00
03-Mar ,7.97,2.12,3.629,0.51,2.37,0.7122,0.00,1.27,10.89,0.00
03-Mar ,7.98,2.12,3.291,0.57,2.27,0.6795,0.00,1.45,12.30,0.00
03-Mar ,7.96,2.12,3.404,0.60,2.44,0.7323,0.00,2.07,15.02,0.25
03-Mar ,7.97,2.11,2.598,1.07,2.56,0.7692,0.00,2.69,20.69,0.51
03-Mar ,7.95,2.12,3.004,0.99,2.57,0.7719,0.21,3.38,21.81,0.62
